time,username,text
5/1/13 20:25,tjstockel,"for some reason go signed out.My own impression was that the integrated was most efficient to heit allstudents
 #ngsschat"
5/1/13 20:25,MWheatley158,@jhenze44 Too little testing and I would be okay with that. :) #ngsschat
5/1/13 20:25,FredEnde,RT @21stSciEd: Pathways need to consider Ss of diff. abilities + need 2 make room 4 alternative to getting to advanced coursework #ngsschat
5/1/13 20:25,sciandmathguy,Q2 options that provide space for advanced coursework #ngsschat
5/1/13 20:26,jhenze44,RT @21stSciEd: Pathways need to consider Ss of diff. abilities + need 2 make room 4 alternative to getting to advanced coursework #ngsschat
5/1/13 20:26,tlhuenink,I feel more training needs to be done for administration to guide curriculum directions and for teacher effectiveness.  #NGSSchat
5/1/13 20:26,tjstockel,A2: I'd like to see a course model option for 4 yrs of sci. in HS (esp with an Earth Science Course) #ngsschat
5/1/13 20:26,FredEnde,@Ted Willard Testing in only 1 grade level at elem. = teaching at only 1 grade level #ngsschat
5/1/13 20:26,FredEnde,A2: I'd like to see a course model option for 4 yrs of sci. in HS (esp with an Earth Science Course) #ngsschat
5/1/13 20:27,jhenze44,@Ted Willard Testing in only 1 grade level at elem. = teaching at only 1 grade level #ngsschat
5/1/13 20:27,tjstockel,I feel more training needs to be done for administration to guide curriculum directions and for teacher effectiveness.  #NGSSchat
5/1/13 20:27,karalu79,@Ted Willard Testing in only 1 grade level at elem. = teaching at only 1 grade level #ngsschat
5/1/13 20:27,Scott_Schaefer,@Ted Willard Testing in only 1 grade level at elem. = teaching at only 1 grade level #ngsschat
5/1/13 20:27,bravesearth,"Do you think in MS, it will be decided at state level when strands are taught? #ngsschat"
5/1/13 20:27,FredEnde,A2: I'd like to see a course model option for 4 yrs of sci. in HS (esp with an Earth Science Course) #ngsschat
5/1/13 20:27,FredEnde,I feel more training needs to be done for administration to guide curriculum directions and for teacher effectiveness.  #NGSSchat
5/1/13 20:28,jhenze44,"Do you think in MS, it will be decided at state level when strands are taught? #ngsschat"
5/1/13 20:28,cjmogan,"John Graves here...late, but here #ngsschat"
5/1/13 20:28,FredEnde,@Ted Willard Testing in only 1 grade level at elem. = teaching at only 1 grade level #ngsschat
5/1/13 20:28,MWheatley158,A2: I'd like to see a course model option for 4 yrs of sci. in HS (esp with an Earth Science Course) #ngsschat
5/1/13 20:28,Ted_NSTA,Agreed RT @technotchr: @Ted Willard Testing in only 1 grade level at elem. = teaching at only 1 grade level #ngsschat
5/1/13 20:28,tjstockel,A2: I'd like to see a course model option for 4 yrs of sci. in HS (esp with an Earth Science Course) #ngsschat
5/1/13 20:28,FredEnde,"Do you think in MS, it will be decided at state level when strands are taught? #ngsschat"
5/1/13 20:28,FredEnde,"John Graves here...late, but here #ngsschat"
5/1/13 20:29,technotchr,@FredEnde Some Ts will offer experiences in science regardless- many students will experience science on own- but MANY Ts avoid it #ngsschat
5/1/13 20:29,FredEnde,A2: I'd like to see a course model option for 4 yrs of sci. in HS (esp with an Earth Science Course) #ngsschat
5/1/13 20:29,jhenze44,@Ted Willard Testing in only 1 grade level at elem. = teaching at only 1 grade level #ngsschat
5/1/13 20:29,msnorthrup,@Ted Willard Testing in only 1 grade level at elem. = teaching at only 1 grade level #ngsschat
5/1/13 20:29,tjstockel,I believe the NGSS would be suited to project assessments. more fun than paper pencil tests #ngsschat
5/1/13 20:29,FredEnde,Q3.  One important course question revolves around integrated v. specific subject.  Can integrated exist at MS/HS? #ngsschat
5/1/13 20:29,Scott_Schaefer,@Ted Willard Testing in only 1 grade level at elem. = teaching at only 1 grade level #ngsschat
5/1/13 20:30,FredEnde,@FredEnde Some Ts will offer experiences in science regardless- many students will experience science on own- but MANY Ts avoid it #ngsschat
5/1/13 20:30,FredEnde,RT @tjstockel: I believe the NGSS would be suited to project assessments. more fun than paper pencil tests #ngsschat
5/1/13 20:30,karalu79,"I get that some schools only require 2 years, but how do they get stds in now? why different for #ngss? #ngsschat"
5/1/13 20:30,FredEnde,@Ted Willard Testing in only 1 grade level at elem. = teaching at only 1 grade level #ngsschat
5/1/13 20:30,Ted_NSTA,re assessments. So much about assessments depends on if the REALLY measure the learning we care about. #ngsschat
5/1/13 20:30,amykfmurphy,@FredEnde @jhenze44 No testing at elementary leads to no teaching at elementary #ngsschat
5/1/13 20:30,FredEnde,RT @Ted_NSTA: re assessments. So much about assessments depends on if the REALLY measure the learning we care about. #ngsschat
5/1/13 20:30,jhenze44,"My sentiments exactly! 
RT @FredEnde: @jhenze44 AARRGHHH! #ngsschat"
5/1/13 20:30,tjstockel,A2: I'd like to see a course model option for 4 yrs of sci. in HS (esp with an Earth Science Course) #ngsschat
5/1/13 20:30,Ted_NSTA,re assessments. So much about assessments depends on if they REALLY measure the learning we care about. #ngsschat
5/1/13 20:33,FredEnde,"Do you think in MS, it will be decided at state level when strands are taught? #ngsschat"
5/1/13 20:34,chrisemdin,I have an issue with any set of standards that does not explicitly address science as sociopolitical tool for the privileged  #ngsschat
5/1/13 20:35,bravesearth,re: Univ. expectations are tricky (esp.transcripts) My suggestion is consider breaking trad. courses in half and rearrange. #ngsschat
5/1/13 20:35,FredEnde,NGSS maps in K-5 absolutely must emphasize practices. Currently lots think reading about sci topics is the same as doing science. #NGSSchat
5/1/13 20:35,coffeebean03,@jhenze44 Too little testing and I would be okay with that. :) #ngsschat
5/1/13 20:35,jhenze44,"For ex, KS has ES stds, but not every school offers an ES.  Ts have to wk them in.  I think #ngss is better than current.  #ngsschat"
5/1/13 20:35,karalu79,"For ex, KS has ES stds, but not every school offers an ES.  Ts have to wk them in.  I think #ngss is better than current.  #ngsschat"
5/1/13 20:36,FredEnde,I have an issue with any set of standards that does not explicitly address science as sociopolitical tool for the privileged  #ngsschat
5/1/13 20:36,FredEnde,"RT @coffeebean03: @Ted_NSTA  I disagree, in my experience Ts in non-assessed grades are better at integrating science content. #ngsschat"
5/1/13 20:36,tjstockel,re: Univ. expectations are tricky (esp.transcripts) My suggestion is consider breaking trad. courses in half and rearrange. #ngsschat
5/1/13 20:36,FredEnde,"For ex, KS has ES stds, but not every school offers an ES.  Ts have to wk them in.  I think #ngss is better than current.  #ngsschat"
5/1/13 20:37,FredEnde,re: Univ. expectations are tricky (esp.transcripts) My suggestion is consider breaking trad. courses in half and rearrange. #ngsschat
5/1/13 20:37,FredEnde,Q4. What are the biggest challenges you see your school/district facing in regard to #NGSS curric. design? #ngsschat
5/1/13 20:37,jhenze44,Sometimes I wish my district did the MAP test for science. #ngsschat
5/1/13 20:37,Brunsell,#ngsschat just because earth is traditionally marginalized doesn't mean that it isn't important. Case could be made that it is critical
5/1/13 20:37,Brunsell,#ngsschat just because earth is traditionally marginalized doesn't mean that it isn't important. Case could be made that it is critical
5/1/13 20:37,chrisemdin,NGSS is not a progressive set of standards because it does not teach youth to use science to solve issues in their communities #ngsschat
5/1/13 20:37,amykfmurphy,"A3- while I like idea of integrated HS science, I worry about content knowledge of Ts to teach integrated HS courses.  #NGSSchat"
5/1/13 20:38,tjstockel,I have an issue with any set of standards that does not explicitly address science as sociopolitical tool for the privileged  #ngsschat
5/1/13 20:38,cjmogan,"For ex, KS has ES stds, but not every school offers an ES.  Ts have to wk them in.  I think #ngss is better than current.  #ngsschat"
5/1/13 20:38,bravesearth,"For ex, KS has ES stds, but not every school offers an ES.  Ts have to wk them in.  I think #ngss is better than current.  #ngsschat"
5/1/13 20:38,technotchr,NC just adopted Essential Standards and will now be moving to #ngsschat Plus NC just adopted Common Core SS so a lot of change 2 quickly
5/1/13 20:38,FredEnde,#ngsschat just because earth is traditionally marginalized doesn't mean that it isn't important. Case could be made that it is critical
5/1/13 20:38,Scott_Schaefer,#ngsschat just because earth is traditionally marginalized doesn't mean that it isn't important. Case could be made that it is critical
5/1/13 20:38,FredEnde,NGSS is not a progressive set of standards because it does not teach youth to use science to solve issues in their communities #ngsschat
5/1/13 20:38,Ted_NSTA,A4: I think greatest challenge is getting all teachers able to engage in teaching using the practices with all students #ngsschat
5/1/13 20:38,bravesearth,re: Univ. expectations are tricky (esp.transcripts) My suggestion is consider breaking trad. courses in half and rearrange. #ngsschat
5/1/13 20:38,japatt1979,"@japatt1979 #ngsschat We currently do not offer ES at the HS level Looking to offer semester courses of Astronomy, 
Meteorology, and Geology"
5/1/13 20:38,tjstockel,"A3- while I like idea of integrated HS science, I worry about content knowledge of Ts to teach integrated HS courses.  #NGSSchat"
5/1/13 20:39,cjmogan,#ngsschat just because earth is traditionally marginalized doesn't mean that it isn't important. Case could be made that it is critical
5/1/13 20:39,cjmogan,#ngsschat just because earth is traditionally marginalized doesn't mean that it isn't important. Case could be made that it is critical
5/1/13 20:39,chrisemdin,I have an issue with any set of standards that does not explicitly address science as sociopolitical tool for the privileged  #ngsschat
5/1/13 20:39,Brunsell,A4 biggest challenge is to keep #ngss from becoming a checklist. #ngsschat
5/1/13 20:39,sciandmathguy,A4: Getting everything in the standards covered at all grade levels.  Many possible roadblocks. #ngsschat
5/1/13 20:39,tlhuenink,A4 In my MS most teachers teaching science don't have background in science. #NGSSchat
5/1/13 20:39,FredEnde,"For ex, KS has ES stds, but not every school offers an ES.  Ts have to wk them in.  I think #ngss is better than current.  #ngsschat"
5/1/13 20:39,karalu79,"For ex, KS has ES stds, but not every school offers an ES.  Ts have to wk them in.  I think #ngss is better than current.  #ngsschat"
5/1/13 20:39,msnorthrup,RT @Ted_NSTA: A4: I think greatest challenge is getting all teachers able to engage in teaching using the practices with all sts #NGSSchat
5/1/13 20:40,bravesearth,A4 biggest challenge is to keep #ngss from becoming a checklist. #ngsschat
5/1/13 20:40,tjstockel,NC just adopted Essential Standards and will now be moving to #ngsschat Plus NC just adopted Common Core SS so a lot of change 2 quickly
5/1/13 20:40,cjmogan,A4 biggest challenge is to keep #ngss from becoming a checklist. #ngsschat
5/1/13 20:40,FredEnde,I have an issue with any set of standards that does not explicitly address science as sociopolitical tool for the privileged  #ngsschat
5/1/13 20:41,bravesearth,NGSS is not a progressive set of standards because it does not teach youth to use science to solve issues in their communities #ngsschat
5/1/13 20:41,tjstockel,I have an issue with any set of standards that does not explicitly address science as sociopolitical tool for the privileged  #ngsschat
5/1/13 20:41,FredEnde,NC just adopted Essential Standards and will now be moving to #ngsschat Plus NC just adopted Common Core SS so a lot of change 2 quickly
5/1/13 20:41,Ted_NSTA,I have an issue with any set of standards that does not explicitly address science as sociopolitical tool for the privileged  #ngsschat
5/1/13 20:41,amykfmurphy,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:41,FredEnde,A4 biggest challenge is to keep #ngss from becoming a checklist. #ngsschat
5/1/13 20:42,cjmogan,I have an issue with any set of standards that does not explicitly address science as sociopolitical tool for the privileged  #ngsschat
5/1/13 20:42,FredEnde,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:42,japatt1979,@japatt1979 OK agrees that ES is essential  #NGSSchat
5/1/13 20:42,Pen63,Data Dump: News you can use http://www.techlearning.com/magazine/0007/data-dump-news-you-can-use/53741Â â€_ #NGSSchat #science #scichat
5/1/13 20:43,bravesearth,NC just adopted Essential Standards and will now be moving to #ngsschat Plus NC just adopted Common Core SS so a lot of change 2 quickly
5/1/13 20:43,21stSciEd,I don't think it is possible to accomplish #NGSS in two years of HS except for a very small percentage of very talented students. #ngsschat
5/1/13 20:43,technotchr,NC just adopted Essential Standards and will now be moving to #ngsschat Plus NC just adopted Common Core SS so a lot of change 2 quickly
5/1/13 20:43,tjstockel,we do have ES as a freshman course  that is the one science I do not teach  ES teacher is also social studies works well #ngsschat
5/1/13 20:44,bravesearth,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:44,FredEnde,NC just adopted Essential Standards and will now be moving to #ngsschat Plus NC just adopted Common Core SS so a lot of change 2 quickly
5/1/13 20:44,DrCCelestino,Q4. What are the biggest challenges you see your school/district facing in regard to #NGSS curric. design? #ngsschat
5/1/13 20:44,FredEnde,I don't think it is possible to accomplish #NGSS in two years of HS except for a very small percentage of very talented students. #ngsschat
5/1/13 20:44,MWheatley158,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:44,tjstockel,"considering integ in 9 & 10 with ES and Bio electives available in 10; chem, physics adv bio chem in 11 12  #ngsschat"
5/1/13 20:45,FredEnde,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:45,amykfmurphy,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:45,jhenze44,"@chrisemdin You've brought up some pretty valid points.  Typically, kids see white males in scientific roles, how can we expand? #ngsschat"
5/1/13 20:45,FredEnde,Q4. What are the biggest challenges you see your school/district facing in regard to #NGSS curric. design? #ngsschat
5/1/13 20:45,karalu79,NC just adopted Essential Standards and will now be moving to #ngsschat Plus NC just adopted Common Core SS so a lot of change 2 quickly
5/1/13 20:45,FredEnde,"RT @tjstockel: considering integ in 9 & 10 with ES and Bio electives available in 10; chem, physics adv bio chem in 11 12  #ngsschat"
5/1/13 20:46,amykfmurphy,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:46,Scott_Schaefer,"@chrisemdin You've brought up some pretty valid points.  Typically, kids see white males in scientific roles, how can we expand? #ngsschat"
5/1/13 20:46,Scott_Schaefer,"@chrisemdin You've brought up some pretty valid points.  Typically, kids see white males in scientific roles, how can we expand? #ngsschat"
5/1/13 20:46,Scott_Schaefer,"@chrisemdin You've brought up some pretty valid points.  Typically, kids see white males in scientific roles, how can we expand? #ngsschat"
5/1/13 20:47,amykfmurphy,Q4. What are the biggest challenges you see your school/district facing in regard to #NGSS curric. design? #ngsschat
5/1/13 20:47,tjstockel,Adding effective educator evals on the heels of CC is causing some stress inT's in WI. how are other states doing?  #ngsschat
5/1/13 20:47,jhenze44,"@chrisemdin You've brought up some pretty valid points.  Typically, kids see white males in scientific roles, how can we expand? #ngsschat"
5/1/13 20:47,cjmogan,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:47,cjmogan,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:47,FredEnde,Q5. Elementary PEs are grade specific.  What thoughts do you have about this design and PE placement? #ngsschat
5/1/13 20:48,technotchr,NC Stressed 2  RT @tjstockel: Adding effective educator evals on the heels of CC is causing some stress inT's in WI.  #ngsschat
5/1/13 20:48,tjstockel,Q4. What are the biggest challenges you see your school/district facing in regard to #NGSS curric. design? #ngsschat
5/1/13 20:48,FredEnde,RT @cjmogan: @amykfmurphy @MWheatley158 My favorite reply is You dont have time NOT to do inquiry.#ngsschat #ngsschat
5/1/13 20:48,21stSciEd,A4. Many teachers just want to be told exactly what to do.  District wants a quick process. Neither sees benefit to conversation #NGSSchat
5/1/13 20:48,MWheatley158,We are looking at a choice b/w bio or physics for 9 and 10 depending on if they enter our #STEM or Med. Acad then Chem #ngsschat
5/1/13 20:48,FredEnde,Adding effective educator evals on the heels of CC is causing some stress inT's in WI. how are other states doing?  #ngsschat
5/1/13 20:48,bravesearth,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:48,jhenze44,I've been questioning the big gaps between strands. How do they expect kids to remember content for 3 years before seeing it again #ngsschat
5/1/13 20:49,Brunsell,More #ngsschat in 30 min on chatzy. Link will come soon.
5/1/13 20:49,FredEnde,A4. Many teachers just want to be told exactly what to do.  District wants a quick process. Neither sees benefit to conversation #NGSSchat
5/1/13 20:49,FredEnde,We are looking at a choice b/w bio or physics for 9 and 10 depending on if they enter our #STEM or Med. Acad then Chem #ngsschat
5/1/13 20:49,tjstockel,I've been questioning the big gaps between strands. How do they expect kids to remember content for 3 years before seeing it again #ngsschat
5/1/13 20:49,jhenze44,I've been questioning the big gaps between strands. How do they expect kids to remember content for 3 years before seeing it again #ngsschat
5/1/13 20:49,Ted_NSTA,I've been questioning the big gaps between strands. How do they expect kids to remember content for 3 years before seeing it again #ngsschat
5/1/13 20:50,FredEnde,I've been questioning the big gaps between strands. How do they expect kids to remember content for 3 years before seeing it again #ngsschat
5/1/13 20:50,FredEnde,RT @Brunsell: More #ngsschat in 30 min on chatzy. Link will come soon. #ngsschat
5/1/13 20:50,tjstockel,A4. Many teachers just want to be told exactly what to do.  District wants a quick process. Neither sees benefit to conversation #NGSSchat
5/1/13 20:50,21stSciEd,I don't think it is possible to accomplish #NGSS in two years of HS except for a very small percentage of very talented students. #ngsschat
5/1/13 20:50,MrMusselman,I've been questioning the big gaps between strands. How do they expect kids to remember content for 3 years before seeing it again #ngsschat
5/1/13 20:51,FredEnde,RT @21stSciEd: @FredEnde In large enough districts that would be possible.  Otherwise a huge helping of differentiation! #ngsschat
5/1/13 20:51,bravesearth,A4. #ngsschat  I would think it would be a relief for some.
5/1/13 20:51,FredEnde,I've been questioning the big gaps between strands. How do they expect kids to remember content for 3 years before seeing it again #ngsschat
5/1/13 20:51,cjmogan,I've been questioning the big gaps between strands. How do they expect kids to remember content for 3 years before seeing it again #ngsschat
5/1/13 20:51,jhenze44,I've been questioning the big gaps between strands. How do they expect kids to remember content for 3 years before seeing it again #ngsschat
5/1/13 20:53,FredEnde,I've been questioning the big gaps between strands. How do they expect kids to remember content for 3 years before seeing it again #ngsschat
5/1/13 20:53,MWheatley158,We are looking at a choice b/w bio or physics for 9 and 10 depending on if they enter our #STEM or Med. Acad then Chem #ngsschat
5/1/13 20:53,bravesearth,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:53,Scott_Schaefer,the things that really matter happen multiple times each year.  Practices and c-c concepts.  Content can be relearned when needed #ngsschat
5/1/13 20:55,FredEnde,We are looking at a choice b/w bio or physics for 9 and 10 depending on if they enter our #STEM or Med. Acad then Chem #ngsschat
5/1/13 20:55,tjstockel,starting to believe project based is the only way to get the cross cutting concepts and spractices incorporated #ngsschat
5/1/13 20:55,FredEnde,RT @Scott_Schaefer: things that really matter happen multi times year.  Practices and c-c concepts.  Content can be relearned #ngsschat
5/1/13 20:55,MrMusselman,"Biggest challenges for implementation will be teacher comfort level w/ ""practicing science."" The more PD emphasis the better #NGSSchat"
5/1/13 20:55,FredEnde,Last question coming up. . . #ngsschat
5/1/13 20:55,jhenze44,"I wonder if there are so few standards in K-3 b/c of lack of reading, lack of development, or more time focused on math ELA #ngsschat"
5/1/13 20:56,FredEnde,starting to believe project based is the only way to get the cross cutting concepts and spractices incorporated #ngsschat
5/1/13 20:56,Ted_NSTA,@FredEnde @MWheatley158 PLTW = Project Lead the Way = Engineering curriculum #ngsschat
5/1/13 20:56,amykfmurphy,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:56,bravesearth,"A4-one challenge will be to get Ts away from ""covering textbook"" & moving towards teaching fewer ideas in depth #NGSSchat"
5/1/13 20:56,technotchr,"I wonder if there are so few standards in K-3 b/c of lack of reading, lack of development, or more time focused on math ELA #ngsschat"
5/1/13 20:56,FredEnde,"Biggest challenges for implementation will be teacher comfort level w/ ""practicing science."" The more PD emphasis the better #NGSSchat"
5/1/13 20:56,MrMusselman,"Biggest challenges for implementation will be teacher comfort level w/ ""practicing science."" The more PD emphasis the better #NGSSchat"
5/1/13 20:56,MrMusselman,"Biggest challenges for implementation will be teacher comfort level w/ ""practicing science."" The more PD emphasis the better #NGSSchat"
5/1/13 20:56,MrMusselman,"Biggest challenges for implementation will be teacher comfort level w/ ""practicing science."" The more PD emphasis the better #NGSSchat"
5/1/13 20:57,FredEnde,@FredEnde @MWheatley158 PLTW = Project Lead the Way = Engineering curriculum #ngsschat
5/1/13 20:57,FredEnde,"I wonder if there are so few standards in K-3 b/c of lack of reading, lack of development, or more time focused on math ELA #ngsschat"
5/1/13 20:57,FredEnde,Q6.  Adoption Update!  Anyone have any info to share on their stateâ€™s preliminary #NGSS response? #ngsschat
5/1/13 20:58,technotchr,RT @MrMusselman:That is exactly the kind of PD our district has been offering elem Ts this year!  Hope it works #NGSSchat
5/1/13 20:58,tjstockel,I still have not heard much in WI #ngsschat
5/1/13 20:58,MrMusselman,RT @MrMusselman:That is exactly the kind of PD our district has been offering elem Ts this year!  Hope it works #NGSSchat
5/1/13 20:59,japatt1979,@tjstockel #NGSSchat I agree that PBL lends itself to addressing the practices and cc concepts.  Hooks Ss into the learning
5/1/13 20:59,cjmogan,Q6.  Adoption Update!  Anyone have any info to share on their stateâ€™s preliminary #NGSS response? #ngsschat
5/1/13 20:59,amykfmurphy,"A6-no news from AL, except meeting planned for committee next week was cancelled today #NGSSchat"
5/1/13 20:59,jhenze44,I still have not heard much in WI #ngsschat
5/1/13 20:59,Ted_NSTA,BTW:  Topic & DCI pdfs on #NGSS website now have connections to #CommonCore Math & ELA.   http://www.nextgenscience.org/next-generation-science-standardsÂ â€_ #ngsschat
5/1/13 20:59,bravesearth,Q6.  Adoption Update!  Anyone have any info to share on their stateâ€™s preliminary #NGSS response? #ngsschat
5/1/13 20:59,FredEnde,"NY Board of Regents began prelim. discussion a week or so ago.  ""Possible"" adoption in early Fall.  No timeline on implementation. #ngsschat"
5/1/13 21:00,tjstockel,@tjstockel #NGSSchat I agree that PBL lends itself to addressing the practices and cc concepts.  Hooks Ss into the learning
5/1/13 21:00,bravesearth,BTW:  Topic & DCI pdfs on #NGSS website now have connections to #CommonCore Math & ELA.   http://www.nextgenscience.org/next-generation-science-standardsÂ â€_ #ngsschat
5/1/13 21:00,FredEnde,RT @Ted_NSTA: BTW:  Topic & DCI pdfs on #NGSS website now have connections to #CommonCore Math & ELA.   http://www.nextgenscience.org/next-generation-science-standardsÂ â€_ #ngsschat
5/1/13 21:01,cjmogan,Q6.  Adoption Update!  Anyone have any info to share on their stateâ€™s preliminary #NGSS response? #ngsschat
5/1/13 21:01,tjstockel,I still have not heard much in WI #ngsschat
5/1/13 21:01,21stSciEd,BTW:  Topic & DCI pdfs on #NGSS website now have connections to #CommonCore Math & ELA.   http://www.nextgenscience.org/next-generation-science-standardsÂ â€_ #ngsschat
5/1/13 21:01,jhenze44,I still have not heard much in WI #ngsschat
5/1/13 21:01,FredEnde,YES! RT @cjmogan: @FredEnde We are currently training 11 Trainers in Framework and then NGSS who will train 5 each next year. #ngsschat
5/1/13 21:01,Ted_NSTA,Checked w/Achieve today. They don't have dates for other appendices. #ngsschat
5/1/13 21:01,MWheatley158,BTW:  Topic & DCI pdfs on #NGSS website now have connections to #CommonCore Math & ELA.   http://www.nextgenscience.org/next-generation-science-standardsÂ â€_ #ngsschat
5/1/13 21:02,FredEnde,RT @Ted_NSTA: Checked w/Achieve today. They dont have dates for other appendices. #ngsschat
5/1/13 21:02,japatt1979,@Ted_NSTA #NGSSchat Thanks for the heads up!
5/1/13 21:02,Brunsell,#ngsschat -- there is NO official word at this point in Wisconsin.  and that IS official! #ngsschat
5/1/13 21:02,Brunsell,"btw, #ngss chatting continues at http://us12.chatzy.com/56119630596017Â  in 15 minutes #ngsschat #ngsschat"
5/1/13 21:03,FredEnde,"Thanks for the excellent discussion, everyone.  This chat will be archived on the #NGSSchat #wiki by tomorrow. #ngsschat"
5/1/13 21:03,FredEnde,You can access the wiki here: http://ngsschat.wikispaces.com/Â   #ngsschat
5/1/13 21:04,Ted_NSTA,I'm heading out. Good night everyone. Thank you for all the work you do. #NGSS is just words on a page without you all. #ngsschat
5/1/13 21:04,MWheatley158,We are trianing 4 T's per grade ban on #NGSS to then help develope curriculum with teams #NGSSchat
5/1/13 21:04,tjstockel,"Thank you all, great links, great ideas   #ngsschat"
5/1/13 21:04,Brunsell,#ngsschat  lots of #ngss trainings in WI.  A count yesterday at a DPI meeting showed nearly 1000 teachers reached since Feb. #ngsschat
5/1/13 21:05,tjstockel,THe WI cesas are very helpful in teh training #ngsschat
5/1/13 21:05,21stSciEd,#ngsschat  lots of #ngss trainings in WI.  A count yesterday at a DPI meeting showed nearly 1000 teachers reached since Feb. #ngsschat
5/1/13 21:06,Brunsell,THe WI cesas are very helpful in teh training #ngsschat
5/1/13 21:06,Brunsell,RT @21stSciEd: @Brunsell In Green Bay the elementary roll out session may reach 200! #ngsschat
5/1/13 21:07,Brunsell,#ngsschat  lots of #ngss trainings in WI.  A count yesterday at a DPI meeting showed nearly 1000 teachers reached since Feb. #ngsschat
5/8/13 19:39,Ted_NSTA,Looking forward to #ngsschat starting in about 20 minutes. #nsta
5/8/13 19:45,FredEnde,#NGSSchat starts in 15 minutes!  Come join us as we talk #NGSS DCIs and PE structure! #edchat #edu #scichat #science #standards
5/8/13 19:45,FredEnde,#NGSSchat starts in 15 minutes!  Come join us as we talk #NGSS DCIs and PE structure! #edchat #edu #scichat #science #standards
5/8/13 19:45,FredEnde,#NGSSchat starts in 15 minutes!  Come join us as we talk #NGSS DCIs and PE structure! #edchat #edu #scichat #science #standards
5/8/13 19:51,FishPHS,Looking for some PD? #NGSSchat starts in 15 minutes!  Join as we talk next gen sci standards. #edchat #edu #scichat
5/8/13 19:59,Brunsell,Looking forward to #ngsschat starting in about 20 minutes. #nsta
5/8/13 20:02,FredEnde,Welcome to #NGSSchat!  We have lots of great science standards stuff to talk about this week!
5/8/13 20:03,FredEnde,Today we'll be focusing on the disciplinary core ideas and structure of PEs.  Please remember to use #NGSSchat in your tweets.
5/8/13 20:04,FredEnde,"Weâ€™ll be using a Q1/A1 format. Before we start, please introduce yourself/what you do/where youâ€™re located. #ngsschat"
5/8/13 20:04,Ted_NSTA,Ted Willard from #NSTA ... 13+ years as a standards geek. #ngsschat
5/8/13 20:05,FredEnde,Ted Willard from #NSTA ... 13+ years as a standards geek. #ngsschat
5/8/13 20:05,tjstockel,"Tracey Stockel high school science
 #NGSSchat"
5/8/13 20:06,FredEnde,"Tracey Stockel high school science
 #NGSSchat"
5/8/13 20:06,Ted_NSTA,Ted Willard from #NSTA ... 13+ years as a standards geek. #ngsschat
5/8/13 20:06,amykfmurphy,Amy from Alabama #NGSSchat
5/8/13 20:07,tjstockel,"wouldnt miss it !  i need all the help I can get wading through the NGSS
 #NGSSchat"
5/8/13 20:07,FredEnde,Ted Willard from #NSTA ... 13+ years as a standards geek. #ngsschat
5/8/13 20:07,katiekaufman58,#NGSSchat Katie Science 6-8 teacher for 33 years in central WI
5/8/13 20:07,FredEnde,Amy from Alabama #NGSSchat
5/8/13 20:08,FredEnde,#NGSSchat Katie Science 6-8 teacher for 33 years in central WI
5/8/13 20:09,amykfmurphy,Ted Willard from #NSTA ... 13+ years as a standards geek. #ngsschat
5/8/13 20:09,bravesearth,"Tracie Schroeder, Council Grove HS, KS, HS Science #ngsschat"
5/8/13 20:09,FredEnde,We'll get started. . . . #ngsschat
5/8/13 20:09,FredEnde,"Tracie Schroeder, Council Grove HS, KS, HS Science #ngsschat"
5/8/13 20:10,FredEnde,"Q1.  Thinking of the Disciplinary Core Ideas (DCIs) as a whole, what seems very well represented, not represented enough?  #ngsschat"
5/8/13 20:12,karalu79,I almost forgot #ngsschat tonight!  Yikes!
5/8/13 20:12,tjstockel,"systems and patterns seem to be a recurrent concept in all areas of high school sciences. 
  #NGSSchat"
5/8/13 20:12,Ted_NSTA,Q1: I am relatively pleased with the overall balance of content in the #ngss #ngsschat
5/8/13 20:13,FredEnde,I almost forgot #ngsschat tonight!  Yikes!
5/8/13 20:13,FredEnde,"systems and patterns seem to be a recurrent concept in all areas of high school sciences. 
  #NGSSchat"
